Volume;env;quartier;dc;zone;type;Application;Cap;Use;Use%
test;??;??;??;??;??;testquota;1.0;0.49;48.75
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;prvform_dv2;1.0;0.01;1.3
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;prvempl_dv3;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;opale_dv3;1.0;0.2;20.46
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;avalem_qf;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;eec3_dv2;10.0;5.71;57.1
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;nautile_dv3;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;queen_dv4;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;capi_qf;5.0;1.12;22.4
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;infocentre_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;eec3_dv;10.0;6.98;69.8
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;sabiane_dv4;1.0;0.0;0.01
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;melauto_dv2;1.0;0.0;0.12
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;opale_dv;10.0;4.33;43.3
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;queen_dv;1.0;0.02;1.87
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;fideli2_dv;50.0;2.65;5.3
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;infocentre_dv2;1.0;0.01;0.52
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;prvform_dv;1.0;0.04;3.74
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;capi3g_dv;1.0;0.25;25.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;fideli2_dv2;500.0;487.9;97.58
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;capi_dv;1.0;0.27;26.86
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;blaise5_qf;20.0;19.36;96.8
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;infocent_qf;1.0;0.09;9.09
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;filosofi2_dv;5.0;4.38;87.6
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;nautile_dv;300.0;94.07;31.36
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;blaise5_dv;10.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;sabiane_dv;5.0;0.22;4.47
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;rapsodie_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;opale_dv2;1.0;0.39;39.1
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;infocent_dv;10.0;0.9;8.98
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;blaiseis_dv;10.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;prvempl_dv;1.0;0.15;15.05
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;baffil_dv;50.0;4.78;9.56
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;nautile_dv2;1.0;0.0;0.0
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;sabiane_dv2;1.0;0.83;83.33
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;queen_dv2;1.0;0.71;71.42
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;baffil_dv2;1000.0;986.7;98.67
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;baffil_dv3;500.0;381.4;76.28
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;fideli2_dv3;500.0;7.11;1.42
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;prvempl_dv2;1.0;0.09;8.61
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;sabiane_dv3;1.0;0.1;10.04
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;queen_dv3;1.0;0.08;7.89
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;eec3_dv3;10.0;0.98;9.77
vol_hp_as_mn_d2_50_data;hp;MN;d2;Int;data;eec3_dv5;1.0;0.92;92.08
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;capi_qf;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;baffil_dv;1.0;0.0;0.12
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;nautile_dv3;1.0;0.06;6.04
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;nautile_dv;5.0;0.06;1.29
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;prvempl_dv3;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;opale_dv3;1.0;0.16;16.04
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;prvform_dv2;1.0;0.0;0.07
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;melauto_dv2;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;opale_dv;5.0;0.41;8.14
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;capi3g_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;queen_dv4;1.0;0.0;0.12
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;sabiane_dv4;1.0;0.01;1.33
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;prvempl_dv;1.0;0.09;9.1
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;infocentre_dv2;1.0;0.01;1.37
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;rapsodie_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;infocent_dv;1.0;0.0;0.49
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;capi_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;filosofi2_dv;5.0;0.0;0.05
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;infocentre_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;avalem_qf;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;blaiseis_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;fideli2_dv2;1.0;0.02;1.53
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;eec3_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;fideli2_dv;1.0;0.0;0.04
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;sabiane_dv;5.0;0.17;3.45
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;opale_dv2;1.0;0.13;13.5
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;queen_dv;1.0;0.01;1.33
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;eec3_dv2;1.0;0.01;1.08
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;blaise5_qf;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;infocent_qf;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;blaise5_dv;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;prvform_dv;1.0;0.0;0.19
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;nautile_dv2;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;sabiane_dv2;1.0;0.31;31.44
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;queen_dv2;1.0;0.06;5.56
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;baffil_dv2;1.0;0.02;1.6
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;baffil_dv3;1.0;0.01;0.88
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;fideli2_dv3;1.0;0.01;0.68
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;prvempl_dv2;1.0;0.02;2.29
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;sabiane_dv3;1.0;0.15;15.18
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;queen_dv3;1.0;0.12;11.59
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;eec3_dv3;1.0;0.0;0.0
vol_hp_as_mn_d2_50_logs;hp;MN;d2;Int;logs;eec3_dv5;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;archimed_dv2;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;athenes_dv;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;archimed_dv;1.0;0.48;47.74
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;figaro_dv2;6.0;5.42;90.33
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;gecocour_dv;1.0;0.01;1.39
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;pilot_dv;1.0;0.12;12.13
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;gecoentr_dv;10.0;1.36;13.6
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;figaro_dv;10.0;9.63;96.3
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;gemini_dv;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;contentieux_dv;2.0;0.16;7.95
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;pilotdon_dv;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;athenes_dv2;1.0;0.0;0.0
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;gecocour_dv2;1.0;0.0;0.22
vol_hp_as_pl_d2_50_data;hp;PL;d2;Int;data;gecoentr_dv2;1.0;0.07;7.41
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;contentieux_dv;1.0;0.04;3.84
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;archimed_dv;1.0;0.0;0.05
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;gemini_dv;1.0;0.02;1.67
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;gecocour_dv;1.0;0.0;0.39
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;gecoentr_dv;1.0;0.13;13.35
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;archimed_dv2;1.0;0.0;0.01
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;athenes_dv;1.0;0.05;4.98
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;pilot_dv;1.0;0.14;13.6
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;figaro_dv2;5.0;0.23;4.58
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;figaro_dv;10.0;1.09;10.9
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;pilotdon_dv;1.0;0.0;0.05
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;athenes_dv2;1.0;0.05;4.95
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;gecocour_dv2;1.0;0.0;0.23
vol_hp_as_pl_d2_50_logs;hp;PL;d2;Int;logs;gecoentr_dv2;1.0;0.09;9.22
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dva;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;ddc_dv3;1.0;0.0;0.04
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv7;1.0;0.0;0.48
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;ddc_dv;10.0;1.36;13.6
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv8;1.0;0.0;0.48
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv9;1.0;0.01;0.93
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;ddc_dv5;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;collecteprix_qf4;5.0;0.06;1.13
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_qf;5.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;enquetesprix_qf;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv;5.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;collecteprix_dv;1.0;0.03;3.24
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;enquetesprix_dv;1.0;0.03;2.55
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv6;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;collecteprix_dv2;10.0;0.3;2.97
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;enquetesprix_dv2;1.0;0.07;6.54
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv2;10.0;0.04;0.39
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv3;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;collecteprix_dv3;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;enquetesprix_dv3;1.0;0.05;4.7
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;prismeipc_dv4;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;enquetesprix_dv4;1.0;0.0;0.0
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;collecteprix_dv4;1.0;0.02;1.5
vol_hp_as_px_d2_50_data;hp;PX;d2;Int;data;ddc_dv2;1.0;0.19;19.38
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dva;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv7;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;collecteprix_qf4;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv;5.0;0.0;0.06
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;ddc_dv;1.0;0.0;0.09
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;collecteprix_dv;1.0;0.01;0.63
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv8;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv9;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;ddc_dv5;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;ddc_dv3;1.0;0.37;37.39
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;enquetesprix_qf;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;enquetesprix_dv;1.0;0.0;0.34
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_qf;1.0;0.0;0.0
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv6;1.0;0.0;0.33
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;collecteprix_dv2;1.0;0.05;4.7
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;enquetesprix_dv2;1.0;0.0;0.46
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv2;1.0;0.01;0.51
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv3;1.0;0.0;0.41
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;collecteprix_dv3;1.0;0.02;1.66
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;enquetesprix_dv3;1.0;0.0;0.38
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;prismeipc_dv4;1.0;0.0;0.46
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;enquetesprix_dv4;1.0;0.0;0.16
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;collecteprix_dv4;1.0;0.03;2.75
vol_hp_as_px_d2_50_logs;hp;PX;d2;Int;logs;ddc_dv2;1.0;0.0;0.01
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirus_dv;100.0;21.58;21.58
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv;1.0;0.11;11.27
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;apisirene_dv4;1.0;0.2;20.48
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirus_dv3;100.0;51.76;51.76
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;side_dv;4.0;2.12;53.0
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv3;50.0;0.05;0.1
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;apisirene_dv2;40.0;22.19;55.48
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv4;50.0;0.01;0.02
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;apisirene_dv;1.0;0.0;0.13
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;apisirene_dv3;40.0;10.34;25.85
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv6;5.0;0.93;18.54
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene_qf;50.0;7.32;14.64
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;apisiren_dv;10.0;0.03;0.27
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv2;50.0;0.07;0.14
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirus_dv2;100.0;8.0;8.0
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;lei_dv;150.0;44.23;29.49
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv6;1.0;0.02;2.44
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;syracuse_dv;40.0;27.72;69.3
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene_dv;50.0;16.81;33.62
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv6;1.0;0.07;7.04
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;api_manager_qf;10.0;4.37;43.7
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4gestion_dv;1.0;0.0;0.01
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv2;10.0;0.6;5.97
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv;50.0;0.01;0.03
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4gestion_dv2;1.0;0.0;0.01
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;orus_dv;25.0;8.03;32.12
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;side_dv2;10.0;2.53;25.3
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirus_dv4;100.0;51.07;51.07
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv;10.0;6.38;63.8
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;lei_dv2;50.0;35.56;71.12
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;lei_dv3;50.0;0.15;0.31
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv2;10.0;3.67;36.7
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv3;10.0;3.66;36.6
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv3;1.0;0.05;5.01
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv4;1.0;0.18;18.01
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4_dv5;1.0;0.01;0.9
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4declaration_dv5;1.0;0.01;0.54
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv5;5.0;0.93;18.6
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;sirene4services_dv4;5.0;0.93;18.56
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;orus_dv2;1.0;0.46;46.42
vol_hp_as_re_d2_50_data;hp;RE;d2;Int;data;orus_dv3;1.0;0.66;66.07
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;apisirene_dv4;1.0;0.0;0.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;apisirene_dv2;5.0;1.15;23.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv4;1.0;0.39;39.49
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirus_dv3;5.0;1.97;39.4
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirus_dv;15.0;1.44;9.6
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;apisirene_dv;1.0;0.02;2.46
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv2;1.0;0.06;5.62
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;syracuse_dv;1.0;0.09;8.61
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv3;1.0;0.05;5.11
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene_qf;30.0;1.45;4.83
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;apisirene_dv3;5.0;0.22;4.46
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv;1.0;0.8;79.86
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv2;1.0;0.35;35.05
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;side_dv;1.0;0.0;0.35
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirus_dv2;15.0;0.58;3.84
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv6;1.0;0.0;0.08
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene_dv;30.0;5.7;19.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;apisiren_dv;1.0;0.3;30.44
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4gestion_dv;1.0;0.0;0.03
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;api_manager_qf;10.0;0.74;7.41
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;lei_dv;20.0;1.49;7.45
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv6;1.0;0.05;4.99
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv6;1.0;0.66;66.4
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv;5.0;0.11;2.29
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;orus_dv;5.0;0.0;0.08
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;side_dv2;5.0;0.09;1.74
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirus_dv4;15.0;0.46;3.05
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv;10.0;0.0;0.01
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;lei_dv2;20.0;0.46;2.31
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;lei_dv3;20.0;0.0;0.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4gestion_dv2;1.0;0.0;0.01
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv2;1.0;0.0;0.12
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv3;1.0;0.0;0.12
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv3;1.0;0.07;6.73
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv4;1.0;0.06;6.09
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4_dv5;1.0;1.0;100.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4declaration_dv5;1.0;0.01;1.15
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv5;1.0;0.0;0.13
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;sirene4services_dv4;1.0;0.0;0.07
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;orus_dv2;1.0;0.05;5.0
vol_hp_as_re_d2_50_logs;hp;RE;d2;Int;logs;orus_dv3;1.0;0.03;3.29
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;baseressources_dv;10.0;0.0;0.0
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;sirhius_dv2;50.0;44.07;88.14
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;geneppi_dv3;1.0;0.02;2.06
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;apirh_dv3;1.0;0.0;0.0
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;geneppi_dv;1.0;0.15;15.16
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;calia_dv;1.0;0.0;0.36
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;geneppi_dv2;1.0;0.05;4.83
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;orfee_dv;1.0;0.0;0.0
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;mouvin_dv;1.0;0.01;0.57
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;mouvin_dv2;1.0;0.01;0.89
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;mouvin_dv3;1.0;0.0;0.43
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;equilibr_dv;1.0;0.0;0.0
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;apirh_dv2;1.0;0.01;1.14
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;apirh_dv;1.0;0.05;4.61
vol_hp_as_rh_d2_50_data;hp;RH;d2;Int;data;mouvin_dv4;1.0;0.0;0.0
vol_hp_as_rh_d2_50_logs;hp;RH;d2;Int;logs;sirhius_dv2;2.0;0.0;0.0
vol_hp_as_rh_d2_50_logs;hp;RH;d2;Int;logs;geneppi_dv;1.0;0.0;0.0
vol_hp_as_rh_d2_50_logs;hp;RH;d2;Int;logs;baseressources_dv;10.0;0.01;0.05
vol_hp_as_rh_d2_50_logs;hp;RH;d2;Int;logs;geneppi_dv3;1.0;0.0;0.0
